0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.90844,2.86989,2.64104,2.91468,0,0,0,0,0,1.44196,1.90234,1.81287,1.33983,0,0,0,0,0,4.10182,2.85358,2.69889,2.98014,0,0,0
0,0,2.39686,3.86362,3.2624,2.15364,0,0,0,0,0,1.93819,1.30031,2.38947,1.7354,0,0,0,0,0,3.78232,2.26896,3.19922,1.79443,0,0,0
0,0,2.08571,2.45628,3.45348,4.09167,0,0,0,0,0,1.54794,1.2521,1.46176,2.02615,0,0,0,0,0,3.61346,3.05819,2.16353,3.65865,0,0,0
0,0,2.79562,2.97156,2.81277,3.82077,0,0,0,0,0,1.39118,1.85514,2.23219,1.08693,0,0,0,0,0,2.97934,2.41783,2.61967,4.25334,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.37472,2.24782,1.83595,3.24261,0,0,0,0,0,1.32134,2.19132,1.97215,2.08039,0,0,0,0,0,3.16337,3.07178,4.25272,4.93418,0,0,0
0,0,3.21904,3.75153,2.42904,3.1654,0,0,0,0,0,1.54085,1.74249,1.5864,1.1338,0,0,0,0,0,2.55713,3.87625,3.66776,2.49253,0,0,0
0,0,3.11464,2.53815,3.55149,2.62053,0,0,0,0,0,2.10571,1.53492,1.35174,1.24608,0,0,0,0,0,2.57617,2.34382,3.23255,2.96628,0,0,0
0,0,3.59207,2.01362,2.20618,5.32562,0,0,0,0,0,2.21664,1.81428,1.78432,1.9452,0,0,0,0,0,2.39865,1.61816,2.24173,3.39657,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.00829,3.32999,3.52148,1.97337,0,0,0,0,0,1.61741,2.00892,2.26806,2.39268,0,0,0,0,0,2.64083,1.58034,3.75224,3.3958,0,0,0
0,0,2.32419,2.99979,2.46291,2.53442,0,0,0,0,0,1.55111,1.31786,1.67136,1.43497,0,0,0,0,0,2.82768,2.20491,4.3486,3.03892,0,0,0
0,0,2.91057,2.06861,2.65572,2.84916,0,0,0,0,0,2.62657,1.49069,1.83714,1.37367,0,0,0,0,0,2.79473,4.29117,2.48757,2.83537,0,0,0
0,0,4.95176,4.06505,3.84942,3.07516,0,0,0,0,0,1.61234,1.87423,1.22119,2.11237,0,0,0,0,0,3.28691,3.42397,3.78036,2.31227,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
